publishedAt,title,description
2018-11-19,2018-11-19	2018-11-19 18:12:02	V	Visa Inc.	Visa Falls 3%	Investing.com - Visa (NYSE:V) fell by 3.06% to trade at $135.89 by 11:11 (16:11 GMT) on Monday on the NYSE exchange.	https://finance.yahoo.com/news/visa-falls-3-181202138.html?.tsrc=rss,2018-11-19	2018-11-19 18:12:02	V	Visa Inc.	Visa Falls 3%	Investing.com - Visa (NYSE:V) fell by 3.06% to trade at $135.89 by 11:11 (16:11 GMT) on Monday on the NYSE exchange.	https://finance.yahoo.com/news/visa-falls-3-181202138.html?.tsrc=rss
2018-11-20,2018-11-20	2018-11-20 17:12:34	V	Visa Inc.	Mastercard Partners Wirecard in Drive Toward Going Cashless	Mastercard Incorporated MA has tied up with Wirecard the global innovation leader in digital financial technology to expand the reach of the global issuing business Via the pact Mastercard Prepaid Management Services Prepaid Services a leader in prepaid program management will be	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/SSLd-zsR1FM/mastercard-partners-wirecard-in-drive-toward-going-cashless-cm1058809,2018-11-20	2018-11-20 17:12:34	V	Visa Inc.	Mastercard Partners Wirecard in Drive Toward Going Cashless	Mastercard Incorporated MA has tied up with Wirecard the global innovation leader in digital financial technology to expand the reach of the global issuing business Via the pact Mastercard Prepaid Management Services Prepaid Services a leader in prepaid program management will be	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/SSLd-zsR1FM/mastercard-partners-wirecard-in-drive-toward-going-cashless-cm1058809
2018-11-20,2018-11-20	2018-11-20 17:12:34	V	Visa Inc.	Mastercard Partners Wirecard in Drive Toward Going Cashless	Mastercard Incorporated MA has tied up with Wirecard the global innovation leader in digital financial technology to expand the reach of the global issuing business Via the pact Mastercard Prepaid Management Services Prepaid Services a leader in prepaid program management will be	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/jygqbpo8sE0/mastercard-partners-wirecard-in-drive-toward-going-cashless-cm1058809,2018-11-20	2018-11-20 17:12:34	V	Visa Inc.	Mastercard Partners Wirecard in Drive Toward Going Cashless	Mastercard Incorporated MA has tied up with Wirecard the global innovation leader in digital financial technology to expand the reach of the global issuing business Via the pact Mastercard Prepaid Management Services Prepaid Services a leader in prepaid program management will be	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/jygqbpo8sE0/mastercard-partners-wirecard-in-drive-toward-going-cashless-cm1058809
2018-11-20,2018-11-20	2018-11-20 17:09:10	V	Visa Inc.	Visa Shares Cross Below 200 DMA	In trading on Tuesday shares of Visa Inc Symbol V crossed below their 200 day moving average of 133 71 changing hands as low as 129 54 per share Visa Inc shares are currently trading off about 1 1 on the day The chart below shows the one year performance of V shares versus its 200	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/JuyVup1pXXU/visa-shares-cross-below-200-dma-cm1058870,2018-11-20	2018-11-20 17:09:10	V	Visa Inc.	Visa Shares Cross Below 200 DMA	In trading on Tuesday shares of Visa Inc Symbol V crossed below their 200 day moving average of 133 71 changing hands as low as 129 54 per share Visa Inc shares are currently trading off about 1 1 on the day The chart below shows the one year performance of V shares versus its 200	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/JuyVup1pXXU/visa-shares-cross-below-200-dma-cm1058870
2018-11-20,2018-11-20	2018-11-20 17:09:10	V	Visa Inc.	Visa Shares Cross Below 200 DMA	In trading on Tuesday shares of Visa Inc Symbol V crossed below their 200 day moving average of 133 71 changing hands as low as 129 54 per share Visa Inc shares are currently trading off about 1 1 on the day The chart below shows the one year performance of V shares versus its 200	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/DiPZRzvI7wE/visa-shares-cross-below-200-dma-cm1058870,2018-11-20	2018-11-20 17:09:10	V	Visa Inc.	Visa Shares Cross Below 200 DMA	In trading on Tuesday shares of Visa Inc Symbol V crossed below their 200 day moving average of 133 71 changing hands as low as 129 54 per share Visa Inc shares are currently trading off about 1 1 on the day The chart below shows the one year performance of V shares versus its 200	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/DiPZRzvI7wE/visa-shares-cross-below-200-dma-cm1058870
2018-11-20,2018-11-20	2018-11-20 14:47:02	V	Visa Inc.	Mastercard Partners Wirecard in Drive Toward Going Cashless	Mastercard (MA) is eager to harness the growth potential of digital payments via collaborating with Wirecard.	https://finance.yahoo.com/news/mastercard-partners-wirecard-drive-toward-144702320.html?.tsrc=rss,2018-11-20	2018-11-20 14:47:02	V	Visa Inc.	Mastercard Partners Wirecard in Drive Toward Going Cashless	Mastercard (MA) is eager to harness the growth potential of digital payments via collaborating with Wirecard.	https://finance.yahoo.com/news/mastercard-partners-wirecard-drive-toward-144702320.html?.tsrc=rss
2018-11-21,2018-11-21	2018-11-21 23:07:59	V	Visa Inc.	3 Growth Stocks to Buy and Hold for the Next 50 Years	Growth stocks outperform the market because they re able to grow revenues at a faster pace than the industry average year after year How long can such growth last though The answer could surprise you There are some great companies out there that can potentially grow bigger	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/GrFlE-azjn0/3-growth-stocks-to-buy-and-hold-for-the-next-50-years-cm1059682,2018-11-21	2018-11-21 23:07:59	V	Visa Inc.	3 Growth Stocks to Buy and Hold for the Next 50 Years	Growth stocks outperform the market because they re able to grow revenues at a faster pace than the industry average year after year How long can such growth last though The answer could surprise you There are some great companies out there that can potentially grow bigger	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/GrFlE-azjn0/3-growth-stocks-to-buy-and-hold-for-the-next-50-years-cm1059682
2018-11-21,2018-11-21	2018-11-21 23:07:59	V	Visa Inc.	3 Growth Stocks to Buy and Hold for the Next 50 Years	Growth stocks outperform the market because they re able to grow revenues at a faster pace than the industry average year after year How long can such growth last though The answer could surprise you There are some great companies out there that can potentially grow bigger	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/rPaAJtlp5Nc/3-growth-stocks-to-buy-and-hold-for-the-next-50-years-cm1059682,2018-11-21	2018-11-21 23:07:59	V	Visa Inc.	3 Growth Stocks to Buy and Hold for the Next 50 Years	Growth stocks outperform the market because they re able to grow revenues at a faster pace than the industry average year after year How long can such growth last though The answer could surprise you There are some great companies out there that can potentially grow bigger	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/rPaAJtlp5Nc/3-growth-stocks-to-buy-and-hold-for-the-next-50-years-cm1059682
2018-11-21,2018-11-21	2018-11-21 16:08:18	V	Visa Inc.	The &quot;War on Cash&quot; Basket of Stocks: Third-Quarter Review	Third quarter earnings season is just about over and all four of our stocks in the War on Cash basket PayPal NASDAQ PYPL Square NYSE SQ Visa NYSE V and Mastercard NYSE MA have now reported their results In this segment from Industry	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/0DNvK3ned4U/the-war-on-cash-basket-of-stocks-third-quarter-review-cm1059371,2018-11-21	2018-11-21 16:08:18	V	Visa Inc.	The &quot;War on Cash&quot; Basket of Stocks: Third-Quarter Review	Third quarter earnings season is just about over and all four of our stocks in the War on Cash basket PayPal NASDAQ PYPL Square NYSE SQ Visa NYSE V and Mastercard NYSE MA have now reported their results In this segment from Industry	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/0DNvK3ned4U/the-war-on-cash-basket-of-stocks-third-quarter-review-cm1059371
2018-11-21,2018-11-21	2018-11-21 01:08:46	V	Visa Inc.	Visa (V) Stock Moves -1.17%: What You Should Know	Visa V closed the most recent trading day at 133 19 moving 1 17 from the previous trading session This change was narrower than the S amp P 500 s 1 82 loss on the day Elsewhere the Dow lost 2 21 while the tech heavy Nasdaq lost 1 7 Prior to today s trading shares of the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/tuxB1KmjhtQ/visa-v-stock-moves-117-what-you-should-know-cm1059139,2018-11-21	2018-11-21 01:08:46	V	Visa Inc.	Visa (V) Stock Moves -1.17%: What You Should Know	Visa V closed the most recent trading day at 133 19 moving 1 17 from the previous trading session This change was narrower than the S amp P 500 s 1 82 loss on the day Elsewhere the Dow lost 2 21 while the tech heavy Nasdaq lost 1 7 Prior to today s trading shares of the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/tuxB1KmjhtQ/visa-v-stock-moves-117-what-you-should-know-cm1059139
2018-11-21,2018-11-21	2018-11-21 14:09:56	V	Visa Inc.	Visa to Gain From Strong Spending and Balance Sheet Position	Visa Inc s V business have been gaining from the strong U S macroeconomic fundamentals increasing retail sales and strong consumer spending that led to an increase in payment volumes aiding the company s top line growth The company s continuous investments in technology	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/XZkl-InE6As/visa-to-gain-from-strong-spending-and-balance-sheet-position-cm1059308,2018-11-21	2018-11-21 14:09:56	V	Visa Inc.	Visa to Gain From Strong Spending and Balance Sheet Position	Visa Inc s V business have been gaining from the strong U S macroeconomic fundamentals increasing retail sales and strong consumer spending that led to an increase in payment volumes aiding the company s top line growth The company s continuous investments in technology	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/XZkl-InE6As/visa-to-gain-from-strong-spending-and-balance-sheet-position-cm1059308
2018-11-21,2018-11-21	2018-11-21 01:08:46	V	Visa Inc.	Visa (V) Stock Moves -1.17%: What You Should Know	Visa V closed the most recent trading day at 133 19 moving 1 17 from the previous trading session This change was narrower than the S amp P 500 s 1 82 loss on the day Elsewhere the Dow lost 2 21 while the tech heavy Nasdaq lost 1 7 Prior to today s trading shares of the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ESWTjkjCG7g/visa-v-stock-moves-117-what-you-should-know-cm1059139,2018-11-21	2018-11-21 01:08:46	V	Visa Inc.	Visa (V) Stock Moves -1.17%: What You Should Know	Visa V closed the most recent trading day at 133 19 moving 1 17 from the previous trading session This change was narrower than the S amp P 500 s 1 82 loss on the day Elsewhere the Dow lost 2 21 while the tech heavy Nasdaq lost 1 7 Prior to today s trading shares of the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ESWTjkjCG7g/visa-v-stock-moves-117-what-you-should-know-cm1059139
2018-11-21,2018-11-21	2018-11-21 16:08:18	V	Visa Inc.	The &quot;War on Cash&quot; Basket of Stocks: Third-Quarter Review	Third quarter earnings season is just about over and all four of our stocks in the War on Cash basket PayPal NASDAQ PYPL Square NYSE SQ Visa NYSE V and Mastercard NYSE MA have now reported their results In this segment from Industry	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/YewSDjjil38/the-war-on-cash-basket-of-stocks-third-quarter-review-cm1059371,2018-11-21	2018-11-21 16:08:18	V	Visa Inc.	The &quot;War on Cash&quot; Basket of Stocks: Third-Quarter Review	Third quarter earnings season is just about over and all four of our stocks in the War on Cash basket PayPal NASDAQ PYPL Square NYSE SQ Visa NYSE V and Mastercard NYSE MA have now reported their results In this segment from Industry	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/YewSDjjil38/the-war-on-cash-basket-of-stocks-third-quarter-review-cm1059371
2018-11-21,2018-11-21	2018-11-21 14:09:56	V	Visa Inc.	Visa to Gain From Strong Spending and Balance Sheet Position	Visa Inc s V business have been gaining from the strong U S macroeconomic fundamentals increasing retail sales and strong consumer spending that led to an increase in payment volumes aiding the company s top line growth The company s continuous investments in technology	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/gmyEweN6-RQ/visa-to-gain-from-strong-spending-and-balance-sheet-position-cm1059308,2018-11-21	2018-11-21 14:09:56	V	Visa Inc.	Visa to Gain From Strong Spending and Balance Sheet Position	Visa Inc s V business have been gaining from the strong U S macroeconomic fundamentals increasing retail sales and strong consumer spending that led to an increase in payment volumes aiding the company s top line growth The company s continuous investments in technology	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/gmyEweN6-RQ/visa-to-gain-from-strong-spending-and-balance-sheet-position-cm1059308
2018-11-27,2018-11-27	2018-11-27 00:48:00	V	Visa Inc.	Visa Inc. to Participate in Upcoming Investor Conference	Visa Inc. today announced its participation in the following investor conference.	https://finance.yahoo.com/news/visa-inc-participate-upcoming-investor-004800660.html?.tsrc=rss,2018-11-27	2018-11-27 00:48:00	V	Visa Inc.	Visa Inc. to Participate in Upcoming Investor Conference	Visa Inc. today announced its participation in the following investor conference.	https://finance.yahoo.com/news/visa-inc-participate-upcoming-investor-004800660.html?.tsrc=rss
2018-11-27,2018-11-27	2018-11-27 01:02:19	V	Visa Inc.	Corrections & Amplifications	A Heard on the Street column Monday about Visa and Mastercard didn’t mention they shared the fees.  Expedia Group Inc. Chief Executive Mark Okerstrom received a certificate of liberal arts from Simon Fraser University.  An Exchange article Saturday about Mr. Okerstrom incorrectly said he received a bachelor of business administration.	https://finance.yahoo.com/m/05c78c44-b6f9-348b-80b9-0660e2d8feb8/corrections-%26-amplifications.html?.tsrc=rss,2018-11-27	2018-11-27 01:02:19	V	Visa Inc.	Corrections & Amplifications	A Heard on the Street column Monday about Visa and Mastercard didn’t mention they shared the fees.  Expedia Group Inc. Chief Executive Mark Okerstrom received a certificate of liberal arts from Simon Fraser University.  An Exchange article Saturday about Mr. Okerstrom incorrectly said he received a bachelor of business administration.	https://finance.yahoo.com/m/05c78c44-b6f9-348b-80b9-0660e2d8feb8/corrections-%26-amplifications.html?.tsrc=rss
2018-11-27,2018-11-27	2018-11-27 21:55:16	V	Visa Inc.	Ex-Twitter engineer wants to help businesses connect the database dots	TigerGraph launches new cloud offering as its gross revenue is on track to increase by 300 percent and it plans to double its Redwood City workforce in the next 12 months.	https://finance.yahoo.com/m/7ab9e740-0312-322f-8c89-a3a6a706369c/ex-twitter-engineer-wants-to.html?.tsrc=rss,2018-11-27	2018-11-27 21:55:16	V	Visa Inc.	Ex-Twitter engineer wants to help businesses connect the database dots	TigerGraph launches new cloud offering as its gross revenue is on track to increase by 300 percent and it plans to double its Redwood City workforce in the next 12 months.	https://finance.yahoo.com/m/7ab9e740-0312-322f-8c89-a3a6a706369c/ex-twitter-engineer-wants-to.html?.tsrc=rss
2018-11-28,2018-11-28	2018-11-28 01:09:22	V	Visa Inc.	Visa (V) Gains But Lags Market: What You Should Know	Visa V closed at 135 96 in the latest trading session marking a 0 01 move from the prior day This change lagged the S amp P 500 s 0 33 gain on the day At the same time the Dow added 0 44 and the tech heavy Nasdaq gained 0 01 Heading into today shares of the global payments	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/dN942Uq7eZk/visa-v-gains-but-lags-market-what-you-should-know-cm1061295,2018-11-28	2018-11-28 01:09:22	V	Visa Inc.	Visa (V) Gains But Lags Market: What You Should Know	Visa V closed at 135 96 in the latest trading session marking a 0 01 move from the prior day This change lagged the S amp P 500 s 0 33 gain on the day At the same time the Dow added 0 44 and the tech heavy Nasdaq gained 0 01 Heading into today shares of the global payments	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/dN942Uq7eZk/visa-v-gains-but-lags-market-what-you-should-know-cm1061295
2018-11-28,2018-11-28	2018-11-28 01:09:22	V	Visa Inc.	Visa (V) Gains But Lags Market: What You Should Know	Visa V closed at 135 96 in the latest trading session marking a 0 01 move from the prior day This change lagged the S amp P 500 s 0 33 gain on the day At the same time the Dow added 0 44 and the tech heavy Nasdaq gained 0 01 Heading into today shares of the global payments	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/y52S6Kk4M_o/visa-v-gains-but-lags-market-what-you-should-know-cm1061295,2018-11-28	2018-11-28 01:09:22	V	Visa Inc.	Visa (V) Gains But Lags Market: What You Should Know	Visa V closed at 135 96 in the latest trading session marking a 0 01 move from the prior day This change lagged the S amp P 500 s 0 33 gain on the day At the same time the Dow added 0 44 and the tech heavy Nasdaq gained 0 01 Heading into today shares of the global payments	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/y52S6Kk4M_o/visa-v-gains-but-lags-market-what-you-should-know-cm1061295
2018-11-28,2018-11-28	2018-11-28 16:40:21	V	Visa Inc.	Stocks climbing ahead of Powell speech	Yahoo Finance’s Seana Smith breaks down all the market action.	https://finance.yahoo.com/video/stocks-climbing-ahead-powell-speech-164021821.html?.tsrc=rss,2018-11-28	2018-11-28 16:40:21	V	Visa Inc.	Stocks climbing ahead of Powell speech	Yahoo Finance’s Seana Smith breaks down all the market action.	https://finance.yahoo.com/video/stocks-climbing-ahead-powell-speech-164021821.html?.tsrc=rss
2018-11-28,2018-11-28	2018-11-28 20:26:05	V	Visa Inc.	Visa Rises 3%	Investing.com - Visa (NYSE:V) rose by 3.08% to trade at $140.10 by 13:25 (18:25 GMT) on Wednesday on the NYSE exchange.	https://finance.yahoo.com/news/visa-rises-3-202605739.html?.tsrc=rss,2018-11-28	2018-11-28 20:26:05	V	Visa Inc.	Visa Rises 3%	Investing.com - Visa (NYSE:V) rose by 3.08% to trade at $140.10 by 13:25 (18:25 GMT) on Wednesday on the NYSE exchange.	https://finance.yahoo.com/news/visa-rises-3-202605739.html?.tsrc=rss
2018-11-30,2018-11-30	2018-11-30 22:09:51	V	Visa Inc.	10 Goldman Sachs Top Stock Picks for 2019	InvestorPlace Stock Market News Stock Advice amp Trading Tips Well that came around quickly We are now drawing to the end of 2018 And that can only mean one thing it s time to think about 2019 Chances are high that the volatility plaguing the markets in 2018 isn t going anywhere	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/uA8vcjBckMQ/10-goldman-sachs-top-stock-picks-for-2019-cm1063218,2018-11-30	2018-11-30 22:09:51	V	Visa Inc.	10 Goldman Sachs Top Stock Picks for 2019	InvestorPlace Stock Market News Stock Advice amp Trading Tips Well that came around quickly We are now drawing to the end of 2018 And that can only mean one thing it s time to think about 2019 Chances are high that the volatility plaguing the markets in 2018 isn t going anywhere	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/uA8vcjBckMQ/10-goldman-sachs-top-stock-picks-for-2019-cm1063218
2018-11-30,2018-11-30	2018-11-30 22:09:51	V	Visa Inc.	10 Goldman Sachs Top Stock Picks for 2019	InvestorPlace Stock Market News Stock Advice amp Trading Tips Well that came around quickly We are now drawing to the end of 2018 And that can only mean one thing it s time to think about 2019 Chances are high that the volatility plaguing the markets in 2018 isn t going anywhere	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/mSIKBcCMCKQ/10-goldman-sachs-top-stock-picks-for-2019-cm1063218,2018-11-30	2018-11-30 22:09:51	V	Visa Inc.	10 Goldman Sachs Top Stock Picks for 2019	InvestorPlace Stock Market News Stock Advice amp Trading Tips Well that came around quickly We are now drawing to the end of 2018 And that can only mean one thing it s time to think about 2019 Chances are high that the volatility plaguing the markets in 2018 isn t going anywhere	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/mSIKBcCMCKQ/10-goldman-sachs-top-stock-picks-for-2019-cm1063218
2018-12-03,2018-12-03	2018-12-03 15:09:48	V	Visa Inc.	3 Top Stocks That Are Cash Cows	Growing a business is typically a costly affair A retailer that wants to grow would ordinarily have to tie up millions of dollars to hold more inventory A utility company that wants to grow would have to invest billions to build a new power plant But there are a handful of	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/4lK2nPpS4sQ/3-top-stocks-that-are-cash-cows-cm1063651,2018-12-03	2018-12-03 15:09:48	V	Visa Inc.	3 Top Stocks That Are Cash Cows	Growing a business is typically a costly affair A retailer that wants to grow would ordinarily have to tie up millions of dollars to hold more inventory A utility company that wants to grow would have to invest billions to build a new power plant But there are a handful of	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/4lK2nPpS4sQ/3-top-stocks-that-are-cash-cows-cm1063651
2018-12-03,2018-12-03	2018-12-03 16:08:02	V	Visa Inc.	5 Dividend Doublers That Run Laps Around the Market	By Brett Owens If you want to figure out how long it will take to double your money in an investment you use the aEURoeRule of 72 aEUR But income investors can put this rule to work too to figure out just how quickly their dividends will pile up IaEURtmll show you how aEUR and IaEURtmll	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/A6HOuZHl_d4/5-dividend-doublers-that-run-laps-around-the-market-cm1063691,2018-12-03	2018-12-03 16:08:02	V	Visa Inc.	5 Dividend Doublers That Run Laps Around the Market	By Brett Owens If you want to figure out how long it will take to double your money in an investment you use the aEURoeRule of 72 aEUR But income investors can put this rule to work too to figure out just how quickly their dividends will pile up IaEURtmll show you how aEUR and IaEURtmll	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/A6HOuZHl_d4/5-dividend-doublers-that-run-laps-around-the-market-cm1063691
2018-12-03,2018-12-03	2018-12-03 16:08:02	V	Visa Inc.	5 Dividend Doublers That Run Laps Around the Market	By Brett Owens If you want to figure out how long it will take to double your money in an investment you use the aEURoeRule of 72 aEUR But income investors can put this rule to work too to figure out just how quickly their dividends will pile up IaEURtmll show you how aEUR and IaEURtmll	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/aJx0rOeIido/5-dividend-doublers-that-run-laps-around-the-market-cm1063691,2018-12-03	2018-12-03 16:08:02	V	Visa Inc.	5 Dividend Doublers That Run Laps Around the Market	By Brett Owens If you want to figure out how long it will take to double your money in an investment you use the aEURoeRule of 72 aEUR But income investors can put this rule to work too to figure out just how quickly their dividends will pile up IaEURtmll show you how aEUR and IaEURtmll	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/aJx0rOeIido/5-dividend-doublers-that-run-laps-around-the-market-cm1063691
2018-12-03,2018-12-03	2018-12-03 18:36:09	V	Visa Inc.	3 Financial Stocks to Buy While They’re Cheap	China and the U.S. struck a deal to halt the tariff rhetoric so that they can negotiate a long-term trade deal between the two countries.  The fear that the U.S. and China would bog down global growth with tariffs has driven a lot of market volatility this year.  Year-to-date — while not a financial disaster — equities have been under pressure and in see saw from one headline to the other.	https://finance.yahoo.com/news/3-financial-stocks-buy-while-183609499.html?.tsrc=rss,2018-12-03	2018-12-03 18:36:09	V	Visa Inc.	3 Financial Stocks to Buy While They’re Cheap	China and the U.S. struck a deal to halt the tariff rhetoric so that they can negotiate a long-term trade deal between the two countries.  The fear that the U.S. and China would bog down global growth with tariffs has driven a lot of market volatility this year.  Year-to-date — while not a financial disaster — equities have been under pressure and in see saw from one headline to the other.	https://finance.yahoo.com/news/3-financial-stocks-buy-while-183609499.html?.tsrc=rss
2018-12-03,2018-12-03	2018-12-03 23:07:03	V	Visa Inc.	3 Financial Stocks to Buy While They’re Cheap	InvestorPlace Stock Market News Stock Advice amp Trading Tips This morning stocks are rallying on the back of good news from the G20 meetings China and the U S struck a deal to halt the tariff rhetoric so that they can negotiate a long term trade deal between the two countries The	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/t-Y_n4MbiEc/3-financial-stocks-to-buy-while-theyre-cheap-cm1064061,2018-12-03	2018-12-03 23:07:03	V	Visa Inc.	3 Financial Stocks to Buy While They’re Cheap	InvestorPlace Stock Market News Stock Advice amp Trading Tips This morning stocks are rallying on the back of good news from the G20 meetings China and the U S struck a deal to halt the tariff rhetoric so that they can negotiate a long term trade deal between the two countries The	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/t-Y_n4MbiEc/3-financial-stocks-to-buy-while-theyre-cheap-cm1064061
2018-12-03,2018-12-03	2018-12-03 23:07:03	V	Visa Inc.	3 Financial Stocks to Buy While They’re Cheap	InvestorPlace Stock Market News Stock Advice amp Trading Tips This morning stocks are rallying on the back of good news from the G20 meetings China and the U S struck a deal to halt the tariff rhetoric so that they can negotiate a long term trade deal between the two countries The	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zxLfpXIJJto/3-financial-stocks-to-buy-while-theyre-cheap-cm1064061,2018-12-03	2018-12-03 23:07:03	V	Visa Inc.	3 Financial Stocks to Buy While They’re Cheap	InvestorPlace Stock Market News Stock Advice amp Trading Tips This morning stocks are rallying on the back of good news from the G20 meetings China and the U S struck a deal to halt the tariff rhetoric so that they can negotiate a long term trade deal between the two countries The	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zxLfpXIJJto/3-financial-stocks-to-buy-while-theyre-cheap-cm1064061
2018-12-03,2018-12-03	2018-12-03 15:09:48	V	Visa Inc.	3 Top Stocks That Are Cash Cows	Growing a business is typically a costly affair A retailer that wants to grow would ordinarily have to tie up millions of dollars to hold more inventory A utility company that wants to grow would have to invest billions to build a new power plant But there are a handful of	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ZzozUd1m_6w/3-top-stocks-that-are-cash-cows-cm1063651,2018-12-03	2018-12-03 15:09:48	V	Visa Inc.	3 Top Stocks That Are Cash Cows	Growing a business is typically a costly affair A retailer that wants to grow would ordinarily have to tie up millions of dollars to hold more inventory A utility company that wants to grow would have to invest billions to build a new power plant But there are a handful of	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ZzozUd1m_6w/3-top-stocks-that-are-cash-cows-cm1063651
2018-12-04,2018-12-04	2018-12-04 19:54:03	V	Visa Inc.	Visa Falls 3%	Investing.com - Visa (NYSE:V) fell by 3.01% to trade at $140.64 by 12:53 (17:53 GMT) on Tuesday on the NYSE exchange.	https://finance.yahoo.com/news/visa-falls-3-195403237.html?.tsrc=rss,2018-12-04	2018-12-04 19:54:03	V	Visa Inc.	Visa Falls 3%	Investing.com - Visa (NYSE:V) fell by 3.01% to trade at $140.64 by 12:53 (17:53 GMT) on Tuesday on the NYSE exchange.	https://finance.yahoo.com/news/visa-falls-3-195403237.html?.tsrc=rss
2018-12-05,2018-12-05	2018-12-05 14:56:47	V	Visa Inc.	Why Square Stock Is Up 75% in 2018	Why Square Stock Is Up 75% in 2018	https://finance.yahoo.com/news/why-square-stock-75-2018-145647763.html?.tsrc=rss,2018-12-05	2018-12-05 14:56:47	V	Visa Inc.	Why Square Stock Is Up 75% in 2018	Why Square Stock Is Up 75% in 2018	https://finance.yahoo.com/news/why-square-stock-75-2018-145647763.html?.tsrc=rss
2018-12-06,2018-12-06	2018-12-06 16:34:04	V	Visa Inc.	Visa Falls 4%	Investing.com - Visa (NYSE:V) fell by 3.51% to trade at $133.78 by 09:33 (14:33 GMT) on Thursday on the NYSE exchange.	https://finance.yahoo.com/news/visa-falls-4-163404198.html?.tsrc=rss,2018-12-06	2018-12-06 16:34:04	V	Visa Inc.	Visa Falls 4%	Investing.com - Visa (NYSE:V) fell by 3.51% to trade at $133.78 by 09:33 (14:33 GMT) on Thursday on the NYSE exchange.	https://finance.yahoo.com/news/visa-falls-4-163404198.html?.tsrc=rss
2018-12-07,2018-12-07	2018-12-07 21:54:04	V	Visa Inc.	Visa Falls 3%	Investing.com - Visa (NYSE:V) fell by 3.07% to trade at $136.72 by 14:53 (19:53 GMT) on Friday on the NYSE exchange.	https://finance.yahoo.com/news/visa-falls-3-215404612.html?.tsrc=rss,2018-12-07	2018-12-07 21:54:04	V	Visa Inc.	Visa Falls 3%	Investing.com - Visa (NYSE:V) fell by 3.07% to trade at $136.72 by 14:53 (19:53 GMT) on Friday on the NYSE exchange.	https://finance.yahoo.com/news/visa-falls-3-215404612.html?.tsrc=rss
